date,state,fips,cases,deaths
6/13/2020,New Mexico,35,9621,431
6/14/2020,New Mexico,35,9723,435
6/15/2020,New Mexico,35,9845,440
6/16/2020,New Mexico,35,9933,447
6/17/2020,New Mexico,35,10065,452
6/18/2020,New Mexico,35,10153,456
6/19/2020,New Mexico,35,10260,464
6/20/2020,New Mexico,35,10430,466
6/21/2020,New Mexico,35,10565,469
6/22/2020,New Mexico,35,10694,469
6/23/2020,New Mexico,35,10838,476
6/24/2020,New Mexico,35,10990,480
6/25/2020,New Mexico,35,11192,485
6/26/2020,New Mexico,35,11408,489
6/27/2020,New Mexico,35,11619,491
6/28/2020,New Mexico,35,11809,492
6/29/2020,New Mexico,35,11982,493
6/30/2020,New Mexico,35,12147,497
7/1/2020,New Mexico,35,12276,500
7/2/2020,New Mexico,35,12520,503
7/3/2020,New Mexico,35,12776,511
7/4/2020,New Mexico,35,13063,513
7/5/2020,New Mexico,35,13256,513
7/6/2020,New Mexico,35,13507,515
7/7/2020,New Mexico,35,13727,519
7/8/2020,New Mexico,35,14017,527
7/9/2020,New Mexico,35,14251,533
7/10/2020,New Mexico,35,14549,539
7/11/2020,New Mexico,35,14773,543
7/12/2020,New Mexico,35,15028,545
7/13/2020,New Mexico,35,15291,548
7/14/2020,New Mexico,35,15514,551
7/15/2020,New Mexico,35,15841,557
7/16/2020,New Mexico,35,16138,562
7/17/2020,New Mexico,35,16456,565
7/18/2020,New Mexico,35,16736,569
7/19/2020,New Mexico,35,16971,571
7/20/2020,New Mexico,35,17215,578
7/21/2020,New Mexico,35,17517,588
7/22/2020,New Mexico,35,17828,591
7/23/2020,New Mexico,35,18163,596
7/24/2020,New Mexico,35,18475,601
7/25/2020,New Mexico,35,18788,607
7/26/2020,New Mexico,35,19053,614
7/27/2020,New Mexico,35,19502,619
7/28/2020,New Mexico,35,19791,626
7/29/2020,New Mexico,35,20136,632
7/30/2020,New Mexico,35,20388,635
7/31/2020,New Mexico,35,20600,642
8/1/2020,New Mexico,35,20796,651
8/2/2020,New Mexico,35,21016,654
8/3/2020,New Mexico,35,21130,655
8/4/2020,New Mexico,35,21340,658
8/5/2020,New Mexico,35,21566,667
8/6/2020,New Mexico,35,21773,669
8/7/2020,New Mexico,35,21965,675
8/8/2020,New Mexico,35,22115,681
8/9/2020,New Mexico,35,22315,685
8/10/2020,New Mexico,35,22444,690
8/11/2020,New Mexico,35,22643,693
8/12/2020,New Mexico,35,22816,695
8/13/2020,New Mexico,35,22987,697
8/14/2020,New Mexico,35,23160,703
8/15/2020,New Mexico,35,23302,711
8/16/2020,New Mexico,35,23408,714
8/17/2020,New Mexico,35,23500,718
8/18/2020,New Mexico,35,23579,723
8/19/2020,New Mexico,35,23749,729
8/20/2020,New Mexico,35,23951,734
8/21/2020,New Mexico,35,24095,739
8/22/2020,New Mexico,35,24302,743
8/23/2020,New Mexico,35,24396,745
8/24/2020,New Mexico,35,24469,747
8/25/2020,New Mexico,35,24535,750
8/26/2020,New Mexico,35,24732,755
8/27/2020,New Mexico,35,24920,764
8/28/2020,New Mexico,35,25042,767
8/29/2020,New Mexico,35,25178,769
8/30/2020,New Mexico,35,25283,770
8/31/2020,New Mexico,35,25352,779
9/1/2020,New Mexico,35,25460,787
9/2/2020,New Mexico,35,25612,790
9/3/2020,New Mexico,35,25812,791
9/4/2020,New Mexico,35,25902,794
9/5/2020,New Mexico,35,26048,800
9/6/2020,New Mexico,35,26107,803
9/7/2020,New Mexico,35,26144,807
9/8/2020,New Mexico,35,26181,807
9/9/2020,New Mexico,35,26268,813
9/10/2020,New Mexico,35,26429,816
9/11/2020,New Mexico,35,26563,818
9/12/2020,New Mexico,35,26661,821
9/13/2020,New Mexico,35,26761,823
9/14/2020,New Mexico,35,26842,823
9/15/2020,New Mexico,35,26923,830
9/16/2020,New Mexico,35,27041,832
9/17/2020,New Mexico,35,27199,836
9/18/2020,New Mexico,35,27350,841
9/19/2020,New Mexico,35,27512,847
9/20/2020,New Mexico,35,27579,849
9/21/2020,New Mexico,35,27683,851
9/22/2020,New Mexico,35,27790,854
9/23/2020,New Mexico,35,27987,857
9/24/2020,New Mexico,35,28224,859
9/25/2020,New Mexico,35,28487,865
9/26/2020,New Mexico,35,28692,870
9/27/2020,New Mexico,35,28844,870
9/28/2020,New Mexico,35,28985,873
9/29/2020,New Mexico,35,29157,875
9/30/2020,New Mexico,35,29435,877
10/1/2020,New Mexico,35,29661,882
10/2/2020,New Mexico,35,30000,887
10/3/2020,New Mexico,35,30296,890
10/4/2020,New Mexico,35,30477,892
10/5/2020,New Mexico,35,30632,894
10/6/2020,New Mexico,35,30947,894
10/7/2020,New Mexico,35,31372,896
10/8/2020,New Mexico,35,31756,899
10/9/2020,New Mexico,35,32241,902
10/10/2020,New Mexico,35,32722,907
10/11/2020,New Mexico,35,32983,911
10/12/2020,New Mexico,35,33362,915
10/13/2020,New Mexico,35,33713,918
10/14/2020,New Mexico,35,34290,921
10/15/2020,New Mexico,35,34958,922
10/16/2020,New Mexico,35,35770,928
10/17/2020,New Mexico,35,36343,929
10/18/2020,New Mexico,35,36788,934
10/19/2020,New Mexico,35,37302,935
10/20/2020,New Mexico,35,37896,942
10/21/2020,New Mexico,35,38715,950
10/22/2020,New Mexico,35,39377,953
10/23/2020,New Mexico,35,40168,960
10/24/2020,New Mexico,35,41040,965
10/25/2020,New Mexico,35,41863,967
10/26/2020,New Mexico,35,42586,976
10/27/2020,New Mexico,35,43169,980
10/28/2020,New Mexico,35,43826,991
10/29/2020,New Mexico,35,44904,994
10/30/2020,New Mexico,35,45909,1007
10/31/2020,New Mexico,35,46490,1018
11/1/2020,New Mexico,35,47232,1026
11/2/2020,New Mexico,35,48104,1036
11/3/2020,New Mexico,35,49240,1045
11/4/2020,New Mexico,35,50251,1059
11/5/2020,New Mexico,35,51110,1082
11/6/2020,New Mexico,35,52394,1088
11/7/2020,New Mexico,35,53671,1104
11/8/2020,New Mexico,35,54881,1118
11/9/2020,New Mexico,35,56289,1130
11/10/2020,New Mexico,35,57547,1144
11/11/2020,New Mexico,35,59034,1158
11/12/2020,New Mexico,35,60776,1176
11/13/2020,New Mexico,35,62006,1198
11/14/2020,New Mexico,35,63171,1208
11/15/2020,New Mexico,35,64201,1215
11/16/2020,New Mexico,35,65454,1236
11/17/2020,New Mexico,35,67559,1264
11/18/2020,New Mexico,35,70452,1290
11/19/2020,New Mexico,35,74116,1302
11/20/2020,New Mexico,35,77098,1327
11/21/2020,New Mexico,35,79440,1352
11/22/2020,New Mexico,35,81896,1385
11/23/2020,New Mexico,35,84148,1402
11/24/2020,New Mexico,35,86247,1430
11/25/2020,New Mexico,35,88102,1451
11/26/2020,New Mexico,35,89796,1469
11/27/2020,New Mexico,35,91852,1504
11/28/2020,New Mexico,35,93982,1527
11/29/2020,New Mexico,35,95417,1540
11/30/2020,New Mexico,35,97095,1568
12/1/2020,New Mexico,35,99419,1589
12/2/2020,New Mexico,35,100963,1629
12/3/2020,New Mexico,35,102873,1673
12/4/2020,New Mexico,35,104935,1706
12/5/2020,New Mexico,35,106856,1738
12/6/2020,New Mexico,35,108088,1749
12/7/2020,New Mexico,35,109947,1756
12/8/2020,New Mexico,35,111191,1789
12/9/2020,New Mexico,35,112950,1823
12/10/2020,New Mexico,35,114731,1846
12/11/2020,New Mexico,35,116565,1889
12/12/2020,New Mexico,35,118358,1913
12/13/2020,New Mexico,35,119800,1957
12/14/2020,New Mexico,35,121299,1978
12/15/2020,New Mexico,35,122557,2006
12/16/2020,New Mexico,35,124357,2049
12/17/2020,New Mexico,35,126045,2103
12/18/2020,New Mexico,35,127500,2128
12/19/2020,New Mexico,35,128930,2155
12/20/2020,New Mexico,35,129993,2171
12/21/2020,New Mexico,35,130808,2180
12/22/2020,New Mexico,35,132075,2203
12/23/2020,New Mexico,35,133242,2243
12/24/2020,New Mexico,35,135166,2272
12/25/2020,New Mexico,35,136622,2309
12/26/2020,New Mexico,35,137227,2318
12/27/2020,New Mexico,35,137968,2348
12/28/2020,New Mexico,35,138659,2384
12/29/2020,New Mexico,35,139908,2405
12/30/2020,New Mexico,35,141219,2438
12/31/2020,New Mexico,35,142897,2479
1/1/2021,New Mexico,35,144142,2504
1/2/2021,New Mexico,35,145379,2536
1/3/2021,New Mexico,35,146394,2553
1/4/2021,New Mexico,35,147315,2576
1/5/2021,New Mexico,35,148499,2596
1/6/2021,New Mexico,35,149984,2643
1/7/2021,New Mexico,35,151819,2682
1/8/2021,New Mexico,35,153456,2712
1/9/2021,New Mexico,35,154954,2734
1/10/2021,New Mexico,35,156157,2751
1/11/2021,New Mexico,35,157087,2766
1/12/2021,New Mexico,35,157974,2796
1/13/2021,New Mexico,35,159119,2809
1/14/2021,New Mexico,35,160543,2838
1/15/2021,New Mexico,35,161805,2876
1/16/2021,New Mexico,35,162893,2912
1/17/2021,New Mexico,35,163637,2934
1/18/2021,New Mexico,35,164263,2960
1/19/2021,New Mexico,35,164954,2977
1/20/2021,New Mexico,35,165835,3011
1/21/2021,New Mexico,35,166823,3046
1/22/2021,New Mexico,35,167731,3079
1/23/2021,New Mexico,35,168579,3117
1/24/2021,New Mexico,35,169205,3147
1/25/2021,New Mexico,35,169696,3159
1/26/2021,New Mexico,35,170296,3173
1/27/2021,New Mexico,35,171047,3200
1/28/2021,New Mexico,35,171719,3228
1/29/2021,New Mexico,35,172798,3250
1/30/2021,New Mexico,35,173539,3267
1/31/2021,New Mexico,35,174064,3285
2/1/2021,New Mexico,35,174550,3297
2/2/2021,New Mexico,35,174982,3312
2/3/2021,New Mexico,35,175652,3340
2/4/2021,New Mexico,35,176211,3357
2/5/2021,New Mexico,35,176793,3380
2/6/2021,New Mexico,35,177214,3388
2/7/2021,New Mexico,35,177556,3401
2/8/2021,New Mexico,35,177867,3414
2/9/2021,New Mexico,35,178280,3432
2/10/2021,New Mexico,35,178790,3463
2/11/2021,New Mexico,35,179323,3481
2/12/2021,New Mexico,35,179724,3504
2/13/2021,New Mexico,35,180289,3518
2/14/2021,New Mexico,35,180571,3531
2/15/2021,New Mexico,35,180761,3540
2/16/2021,New Mexico,35,181061,3552
2/17/2021,New Mexico,35,181332,3564
2/18/2021,New Mexico,35,181739,3582
2/19/2021,New Mexico,35,182050,3601
2/20/2021,New Mexico,35,182475,3612
2/21/2021,New Mexico,35,182789,3626
2/22/2021,New Mexico,35,183023,3637
2/23/2021,New Mexico,35,183335,3646
2/24/2021,New Mexico,35,183781,3660
2/25/2021,New Mexico,35,184080,3673
2/26/2021,New Mexico,35,184736,3687
2/27/2021,New Mexico,35,184888,3702
2/28/2021,New Mexico,35,185132,3716
3/1/2021,New Mexico,35,185297,3731
3/2/2021,New Mexico,35,185542,3742
3/3/2021,New Mexico,35,185898,3755
3/4/2021,New Mexico,35,186156,3771
3/5/2021,New Mexico,35,186460,3789
3/6/2021,New Mexico,35,186742,3798
3/7/2021,New Mexico,35,186922,3808
3/8/2021,New Mexico,35,187040,3813
3/9/2021,New Mexico,35,187238,3832
3/10/2021,New Mexico,35,187487,3841
3/11/2021,New Mexico,35,187720,3847
3/12/2021,New Mexico,35,187984,3851
3/13/2021,New Mexico,35,188167,3852
3/14/2021,New Mexico,35,188311,3854
3/15/2021,New Mexico,35,188488,3855
3/16/2021,New Mexico,35,188664,3862
3/17/2021,New Mexico,35,188907,3874
3/18/2021,New Mexico,35,189158,3879
3/19/2021,New Mexico,35,189374,3884
3/20/2021,New Mexico,35,189560,3891
3/21/2021,New Mexico,35,189731,3891
3/22/2021,New Mexico,35,189893,3894
3/23/2021,New Mexico,35,190064,3905
3/24/2021,New Mexico,35,190275,3911
3/25/2021,New Mexico,35,190491,3918
3/26/2021,New Mexico,35,190716,3925
3/27/2021,New Mexico,35,190887,3927
3/28/2021,New Mexico,35,191048,3927
3/29/2021,New Mexico,35,191230,3927
3/30/2021,New Mexico,35,191377,3934
3/31/2021,New Mexico,35,191652,3939
4/1/2021,New Mexico,35,191946,3944
4/2/2021,New Mexico,35,192152,3951
4/3/2021,New Mexico,35,192152,3951
4/4/2021,New Mexico,35,192152,3951
4/5/2021,New Mexico,35,192595,3955
4/6/2021,New Mexico,35,192773,3963
4/7/2021,New Mexico,35,192989,3965
4/8/2021,New Mexico,35,193247,3976
4/9/2021,New Mexico,35,193368,3978
4/10/2021,New Mexico,35,193368,3978
4/11/2021,New Mexico,35,193368,3978
4/12/2021,New Mexico,35,193987,3981
4/13/2021,New Mexico,35,194164,3990
4/14/2021,New Mexico,35,194378,3998
4/15/2021,New Mexico,35,194605,3999
4/16/2021,New Mexico,35,194868,4003
4/17/2021,New Mexico,35,194868,4003
4/18/2021,New Mexico,35,194868,4003
4/19/2021,New Mexico,35,195478,4009
4/20/2021,New Mexico,35,195615,4012
4/21/2021,New Mexico,35,195783,4022
4/22/2021,New Mexico,35,195990,4025
4/23/2021,New Mexico,35,196221,4026
4/24/2021,New Mexico,35,196221,4026
4/25/2021,New Mexico,35,196221,4026
4/26/2021,New Mexico,35,196844,4029
4/27/2021,New Mexico,35,196999,4041
4/28/2021,New Mexico,35,197219,4053
4/29/2021,New Mexico,35,197447,4060
3/1/2020,New York,36,1,0
3/2/2020,New York,36,1,0
3/3/2020,New York,36,2,0
3/4/2020,New York,36,11,0
3/5/2020,New York,36,22,0
3/6/2020,New York,36,44,0
3/7/2020,New York,36,89,0
3/8/2020,New York,36,106,0
3/9/2020,New York,36,142,0
3/10/2020,New York,36,173,0
3/11/2020,New York,36,217,0
3/12/2020,New York,36,326,0
3/13/2020,New York,36,421,0
3/14/2020,New York,36,610,2
3/15/2020,New York,36,732,6
3/16/2020,New York,36,950,10
3/17/2020,New York,36,1375,18
3/18/2020,New York,36,2387,32
3/19/2020,New York,36,4161,39
3/20/2020,New York,36,7113,68
3/21/2020,New York,36,10371,95
3/22/2020,New York,36,15188,142
3/23/2020,New York,36,20899,183
3/24/2020,New York,36,25704,264
3/25/2020,New York,36,33117,381
3/26/2020,New York,36,39058,502
3/27/2020,New York,36,44746,645
3/28/2020,New York,36,53517,935
3/29/2020,New York,36,59783,1180
3/30/2020,New York,36,67504,1512
3/31/2020,New York,36,76211,1929
4/1/2020,New York,36,84364,2415
4/2/2020,New York,36,93360,2963
4/3/2020,New York,36,103689,3716
4/4/2020,New York,36,115963,4535
4/5/2020,New York,36,124085,5335
4/6/2020,New York,36,133389,6149
4/7/2020,New York,36,141703,7185
4/8/2020,New York,36,151271,8138
4/9/2020,New York,36,162036,9166
4/10/2020,New York,36,172830,10162
4/11/2020,New York,36,182990,11159
4/12/2020,New York,36,191425,12116
4/13/2020,New York,36,197973,12998
4/14/2020,New York,36,205375,14001
4/15/2020,New York,36,217130,14937
4/16/2020,New York,36,225761,15669
4/17/2020,New York,36,233293,16473
4/18/2020,New York,36,240542,17141
4/19/2020,New York,36,246741,17793
4/20/2020,New York,36,251608,18412
4/21/2020,New York,36,255932,19040
4/22/2020,New York,36,261591,19647
4/23/2020,New York,36,267932,20212
4/24/2020,New York,36,276218,20759
4/25/2020,New York,36,286901,21326
4/26/2020,New York,36,292914,21804
4/27/2020,New York,36,296991,22267
4/28/2020,New York,36,300276,22777
4/29/2020,New York,36,304994,23287
4/30/2020,New York,36,309696,23616
5/1/2020,New York,36,313575,23841
5/2/2020,New York,36,318134,24035
5/3/2020,New York,36,321833,24576
5/4/2020,New York,36,324357,24788
5/5/2020,New York,36,326659,25028
5/6/2020,New York,36,329405,25956
5/7/2020,New York,36,332931,26206
5/8/2020,New York,36,335804,26358
5/9/2020,New York,36,338519,26584
5/10/2020,New York,36,340657,26798
5/11/2020,New York,36,342267,27003
5/12/2020,New York,36,343705,27282
5/13/2020,New York,36,345828,27448
5/14/2020,New York,36,348192,27617
5/15/2020,New York,36,350951,27755
5/16/2020,New York,36,353136,27953
5/17/2020,New York,36,355037,28168
5/18/2020,New York,36,356278,28302
5/19/2020,New York,36,357757,28437
5/20/2020,New York,36,359235,28540
5/21/2020,New York,36,361313,28663
5/22/2020,New York,36,362991,28802
5/23/2020,New York,36,364745,28900
5/24/2020,New York,36,366346,29046
5/25/2020,New York,36,367625,29138
5/26/2020,New York,36,368669,29241
5/27/2020,New York,36,369801,29339
5/28/2020,New York,36,371559,29438
5/29/2020,New York,36,373108,29535
5/30/2020,New York,36,374471,29612
5/31/2020,New York,36,375575,29699
6/1/2020,New York,36,376520,29766
6/2/2020,New York,36,377881,29847
6/3/2020,New York,36,378924,29918
6/4/2020,New York,36,379977,30011
6/5/2020,New York,36,381019,30066
6/6/2020,New York,36,382102,30123
6/7/2020,New York,36,382879,30183
6/8/2020,New York,36,383591,30239
6/9/2020,New York,36,384281,30309
6/10/2020,New York,36,384945,30376
6/11/2020,New York,36,385669,30431
6/12/2020,New York,36,386490,30511
6/13/2020,New York,36,387402,30565
6/14/2020,New York,36,388096,30605
6/15/2020,New York,36,388719,30645
6/16/2020,New York,36,389349,30683
6/17/2020,New York,36,389910,30722
6/18/2020,New York,36,390536,30767
6/19/2020,New York,36,391330,30816
6/20/2020,New York,36,392037,30839
6/21/2020,New York,36,392702,30884
6/22/2020,New York,36,393257,30934
6/23/2020,New York,36,393855,30970
6/24/2020,New York,36,394430,31001
6/25/2020,New York,36,395168,31029
6/26/2020,New York,36,395972,31075
6/27/2020,New York,36,396669,31105
6/28/2020,New York,36,397293,31137
6/29/2020,New York,36,397684,31143
6/30/2020,New York,36,398142,31776
7/1/2020,New York,36,398770,31791
7/2/2020,New York,36,399642,31814
7/3/2020,New York,36,400561,31836
7/4/2020,New York,36,401286,31860
7/5/2020,New York,36,401822,31895
7/6/2020,New York,36,402338,31911
7/7/2020,New York,36,402928,31934
7/8/2020,New York,36,403619,31945
7/9/2020,New York,36,404207,31979
7/10/2020,New York,36,404997,32004
7/11/2020,New York,36,405724,32019
7/12/2020,New York,36,406403,32029
7/13/2020,New York,36,406962,32075
7/14/2020,New York,36,407875,32092
7/15/2020,New York,36,408709,32115
7/16/2020,New York,36,409476,32133
7/17/2020,New York,36,410254,32147
7/18/2020,New York,36,411006,32167
7/19/2020,New York,36,411515,32187
7/20/2020,New York,36,412034,32203
7/21/2020,New York,36,412889,32218
7/22/2020,New York,36,413595,32228
7/23/2020,New York,36,414405,32270
7/24/2020,New York,36,415163,32278
7/25/2020,New York,36,415911,32295
7/26/2020,New York,36,416443,32305
7/27/2020,New York,36,417056,32322
7/28/2020,New York,36,417591,32333
7/29/2020,New York,36,418302,32342
7/30/2020,New York,36,419081,32362
7/31/2020,New York,36,419723,32372
8/1/2020,New York,36,420477,32390
8/2/2020,New York,36,421008,32401
8/3/2020,New York,36,421550,32413
8/4/2020,New York,36,422296,32422
8/5/2020,New York,36,422935,32431
8/6/2020,New York,36,423629,32329
8/7/2020,New York,36,424349,32336
8/8/2020,New York,36,425055,32345
8/9/2020,New York,36,425568,32354
8/10/2020,New York,36,426046,32361
8/11/2020,New York,36,426713,32372
8/12/2020,New York,36,427419,32384
8/13/2020,New York,36,428155,32399
8/14/2020,New York,36,428879,32407
8/15/2020,New York,36,429617,32414
8/16/2020,New York,36,430226,32424
8/17/2020,New York,36,430636,32435
8/18/2020,New York,36,431298,32446
8/19/2020,New York,36,431924,32451
8/20/2020,New York,36,432523,32451
8/21/2020,New York,36,433230,32456
8/22/2020,New York,36,433881,32464
8/23/2020,New York,36,434462,32482
8/24/2020,New York,36,434866,32489
8/25/2020,New York,36,435495,32495
8/26/2020,New York,36,436063,32499
8/27/2020,New York,36,436852,32507
8/28/2020,New York,36,437487,32515
8/29/2020,New York,36,438122,32522
8/30/2020,New York,36,438831,32534
8/31/2020,New York,36,439480,32541
9/1/2020,New York,36,440237,32551
9/2/2020,New York,36,440947,32559
9/3/2020,New York,36,441835,32567
9/4/2020,New York,36,442698,32573
9/5/2020,New York,36,443497,32579
9/6/2020,New York,36,444226,32585
9/7/2020,New York,36,444751,32600
9/8/2020,New York,36,445308,32612
9/9/2020,New York,36,445881,32611
9/10/2020,New York,36,446637,32618
9/11/2020,New York,36,447498,32619
9/12/2020,New York,36,448347,32625
9/13/2020,New York,36,449072,32629
9/14/2020,New York,36,449658,32639
9/15/2020,New York,36,450425,32655
9/16/2020,New York,36,451078,32662
9/17/2020,New York,36,451971,32669
9/18/2020,New York,36,452764,32682
9/19/2020,New York,36,453747,32679
9/20/2020,New York,36,454612,32686
9/21/2020,New York,36,455187,32691
9/22/2020,New York,36,455938,32690
9/23/2020,New York,36,456604,32691
9/24/2020,New York,36,457557,32696
9/25/2020,New York,36,458466,32708
9/26/2020,New York,36,459472,32713
9/27/2020,New York,36,460340,32722
9/28/2020,New York,36,461176,32737
9/29/2020,New York,36,462364,32743
9/30/2020,New York,36,463369,32757
10/1/2020,New York,36,464752,32768
10/2/2020,New York,36,466353,32789
10/3/2020,New York,36,468081,32794
10/4/2020,New York,36,469307,32813
10/5/2020,New York,36,470244,32827
10/6/2020,New York,36,471638,32836
10/7/2020,New York,36,472994,32850
10/8/2020,New York,36,474829,32859
10/9/2020,New York,36,476422,32867
10/10/2020,New York,36,477870,32875
10/11/2020,New York,36,479013,32879
10/12/2020,New York,36,480045,32896
10/13/2020,New York,36,481436,32905
10/14/2020,New York,36,482671,32916
10/15/2020,New York,36,484135,32935
10/16/2020,New York,36,485838,32944
10/17/2020,New York,36,487626,32959
10/18/2020,New York,36,489016,32972
10/19/2020,New York,36,490015,32990
10/20/2020,New York,36,491216,32998
10/21/2020,New York,36,493245,33005
10/22/2020,New York,36,494874,33022
10/23/2020,New York,36,496510,33038
10/24/2020,New York,36,498568,33049
10/25/2020,New York,36,500201,33059
10/26/2020,New York,36,501393,33073
10/27/2020,New York,36,503387,33092
10/28/2020,New York,36,505416,33107
10/29/2020,New York,36,507913,33128
10/30/2020,New York,36,510171,33143
10/31/2020,New York,36,512223,33152
11/1/2020,New York,36,514482,33174
11/2/2020,New York,36,516114,33187
11/3/2020,New York,36,518431,33198
11/4/2020,New York,36,520557,33222
11/5/2020,New York,36,523559,33247
11/6/2020,New York,36,526767,33267
11/7/2020,New York,36,530354,33287
11/8/2020,New York,36,533784,33314
11/9/2020,New York,36,536933,33343
11/10/2020,New York,36,540897,33373
11/11/2020,New York,36,545718,33398
11/12/2020,New York,36,550516,33424
11/13/2020,New York,36,555917,33452
11/14/2020,New York,36,561308,33477
11/15/2020,New York,36,564952,33508
11/16/2020,New York,36,568450,33540
11/17/2020,New York,36,573544,33576
11/18/2020,New York,36,578826,33607
11/19/2020,New York,36,584128,33648
11/20/2020,New York,36,589605,33696
11/21/2020,New York,36,595581,33737
11/22/2020,New York,36,600967,33767
11/23/2020,New York,36,606878,33804
11/24/2020,New York,36,611756,33847
11/25/2020,New York,36,618023,33890
11/26/2020,New York,36,624961,33959
11/27/2020,New York,36,633140,34004
11/28/2020,New York,36,639200,34049
11/29/2020,New York,36,645932,34101
11/30/2020,New York,36,652748,34150
12/1/2020,New York,36,660041,34222
12/2/2020,New York,36,669016,34286
12/3/2020,New York,36,678869,34346
12/4/2020,New York,36,690143,34409
12/5/2020,New York,36,700902,34488
12/6/2020,New York,36,710612,34552
12/7/2020,New York,36,718991,34637
12/8/2020,New York,36,728010,34723
12/9/2020,New York,36,738947,34799
12/10/2020,New York,36,749204,34884
12/11/2020,New York,36,759765,34983
12/12/2020,New York,36,770804,35074
12/13/2020,New York,36,780831,35198
12/14/2020,New York,36,789815,35288
12/15/2020,New York,36,799551,35425
12/16/2020,New York,36,808929,35522
12/17/2020,New York,36,819427,35647
12/18/2020,New York,36,832033,35775
12/19/2020,New York,36,841946,35897
12/20/2020,New York,36,851400,36017
12/21/2020,New York,36,860856,36147
12/22/2020,New York,36,871155,36300
12/23/2020,New York,36,882895,36454
12/24/2020,New York,36,896242,36604
12/25/2020,New York,36,909123,36739
12/26/2020,New York,36,920171,36870
12/27/2020,New York,36,928376,37000
12/28/2020,New York,36,938710,37118
12/29/2020,New York,36,950730,37256
12/30/2020,New York,36,963647,37412
12/31/2020,New York,36,979040,37557
1/1/2021,New York,36,996073,37733
1/2/2021,New York,36,1011922,37854
1/3/2021,New York,36,1024154,38001
1/4/2021,New York,36,1035396,38167
1/5/2021,New York,36,1048538,38315
1/6/2021,New York,36,1064554,38486
1/7/2021,New York,36,1082142,38683
1/8/2021,New York,36,1101702,38846
1/9/2021,New York,36,1119541,39041
1/10/2021,New York,36,1135849,39208
1/11/2021,New York,36,1150028,39404
1/12/2021,New York,36,1164819,39588
1/13/2021,New York,36,1179523,39760
1/14/2021,New York,36,1193710,39997
1/15/2021,New York,36,1213179,40203
1/16/2021,New York,36,1229124,40376
1/17/2021,New York,36,1242818,40570
1/18/2021,New York,36,1256228,40753
1/19/2021,New York,36,1268949,40933
1/20/2021,New York,36,1280068,41148
1/21/2021,New York,36,1293976,41348
1/22/2021,New York,36,1309660,41530
1/23/2021,New York,36,1323569,41694
1/24/2021,New York,36,1335952,41889
1/25/2021,New York,36,1347924,42090
1/26/2021,New York,36,1358964,42273
1/27/2021,New York,36,1369329,42434
1/28/2021,New York,36,1383112,42639
1/29/2021,New York,36,1396063,42825
1/30/2021,New York,36,1408955,42996
1/31/2021,New York,36,1420164,43178
2/1/2021,New York,36,1429096,43354
2/2/2021,New York,36,1437045,43524
2/3/2021,New York,36,1444199,43687
2/4/2021,New York,36,1451169,43842
2/5/2021,New York,36,1459066,44012
2/6/2021,New York,36,1470558,44210
2/7/2021,New York,36,1480481,44387
2/8/2021,New York,36,1489453,44512
2/9/2021,New York,36,1497732,44683
2/10/2021,New York,36,1504316,44851
2/11/2021,New York,36,1514327,44992
2/12/2021,New York,36,1523042,45138
2/13/2021,New York,36,1531797,45295
2/14/2021,New York,36,1540127,45431
2/15/2021,New York,36,1546665,45552
2/16/2021,New York,36,1553374,45683
2/17/2021,New York,36,1559299,45807
2/18/2021,New York,36,1568881,45957
2/19/2021,New York,36,1577454,46119
2/20/2021,New York,36,1585692,46233
2/21/2021,New York,36,1591929,46346
2/22/2021,New York,36,1598226,46454
2/23/2021,New York,36,1605149,46562
2/24/2021,New York,36,1611288,46680
2/25/2021,New York,36,1620181,46790
2/26/2021,New York,36,1628255,46914
2/27/2021,New York,36,1636297,47025
2/28/2021,New York,36,1644124,47143
3/1/2021,New York,36,1650560,47247
3/2/2021,New York,36,1656941,47345
3/3/2021,New York,36,1663505,47464
3/4/2021,New York,36,1670973,47565
3/5/2021,New York,36,1679124,47672
3/6/2021,New York,36,1687250,47767
3/7/2021,New York,36,1694908,47857
3/8/2021,New York,36,1700348,47921
3/9/2021,New York,36,1707181,48000
3/10/2021,New York,36,1713287,48092
3/11/2021,New York,36,1720456,48208
3/12/2021,New York,36,1728900,48277
3/13/2021,New York,36,1734933,48370
3/14/2021,New York,36,1741620,48475
3/15/2021,New York,36,1748739,48537
3/16/2021,New York,36,1755450,48624
3/17/2021,New York,36,1762032,48686
3/18/2021,New York,36,1767547,48773
3/19/2021,New York,36,1772624,48848
3/20/2021,New York,36,1779291,48916
3/21/2021,New York,36,1783026,48942
3/22/2021,New York,36,1787934,48959
3/23/2021,New York,36,1794735,48977
3/24/2021,New York,36,1814919,49231
3/25/2021,New York,36,1823602,49305
3/26/2021,New York,36,1831605,49363
3/27/2021,New York,36,1840338,49446
3/28/2021,New York,36,1849190,49537
3/29/2021,New York,36,1858162,49648
3/30/2021,New York,36,1863912,49696
3/31/2021,New York,36,1871595,49790
4/1/2021,New York,36,1880768,49872
4/2/2021,New York,36,1888823,49946
4/3/2021,New York,36,1896534,50042
4/4/2021,New York,36,1904141,50124
4/5/2021,New York,36,1910858,50195
4/6/2021,New York,36,1916964,50239
4/7/2021,New York,36,1923414,50332
4/8/2021,New York,36,1932145,50388
4/9/2021,New York,36,1940703,50465
4/10/2021,New York,36,1948232,50527
4/11/2021,New York,36,1954809,50610
